respondent_id,h1n1_vaccine,seasonal_vaccine
26782,0.04454797621138916,0.31485747499820965
26783,0.0660786866636422,0.3820335336928508
26784,0.3109856946374459,0.8580146946932423
26785,0.3014548424751377,0.44284544142435744
26786,0.11594163094339492,0.25685236471745926
26787,0.09941218612252375,0.4429784417865589
26788,0.12489376864176005,0.9275852536851948
26789,0.012787232459941775,0.26623383478986473
26790,0.058718701930210275,0.29551263453454835
26791,0.04797293688529678,0.06886462418626346
26792,0.20466492580368947,0.7733326632933509
26793,0.10682318142974041,0.8805704453377214
26794,0.7774438735932405,0.9015359168871406
26795,0.048285632322178064,0.9393655815318006
26796,0.05666458457452569,0.07314238786643934
26797,0.08152245267403976,0.5697602945477932
26798,0.2053296085993458,0.1973978709699925
26799,0.2025959212861998,0.14974990087855156
26800,0.03863863837590993,0.9176161321403357
26801,0.20970508178423528,0.2759747074802675
26802,0.10048962160468178,0.21872937380990978
26803,0.04724826846890214,0.1287598533335874
26804,0.04357539254927853,0.06750484440094033
26805,0.07397379002819224,0.19963075821809265
26806,0.058154510536153975,0.8671630968192295
26807,0.6526078415253534,0.9443502052584336
26808,0.25957999600299425,0.5866632406179804
26809,0.7256286234193273,0.14003635434615846
26810,0.03278339100586992,0.08450102301624118
26811,0.05138622412965208,0.05079984404122242
26812,0.12894917020907873,0.6971405030043359
26813,0.3029877977860191,0.2749962380868244
26814,0.03462991981831578,0.42698508649403677
26815,0.07118667788813059,0.1770837836848438
26816,0.048377320294963735,0.2313993641582994
26817,0.13138206047159376,0.6715107370328871
26818,0.068089154333246,0.2311487538805577
26819,0.36740656317209214,0.4192680329737047
26820,0.09154517179825011,0.2847258138365722
26821,0.10217133066613743,0.4597075893390005
26822,0.21931331971148432,0.6392068271283824
26823,0.4793753926333533,0.530542127213082
26824,0.03935031176491179,0.6728863943374239
26825,0.3847138658937787,0.7416286793111435
26826,0.07524237298918506,0.6594772370589881
26827,0.05353459862774564,0.0953036075691613
26828,0.1768811235211735,0.6493995306291197
26829,0.5524428077380173,0.8959267977619508
26830,0.07943264184148273,0.6765150381016616
26831,0.18827780317847706,0.788879102174524
26832,0.10410066734295913,0.7819626811892841
26833,0.009061623553693601,0.3818738928283216
26834,0.15282874171589944,0.5711994881663717
26835,0.34716840154450124,0.8879074106353191
26836,0.16189970159550013,0.5916210491193261
26837,0.03792516261250236,0.012271701204790894
26838,0.09825452723405448,0.3907732051742117
26839,0.1097702479421799,0.4598894114613154
26840,0.07185103272904679,0.10858880316524461
26841,0.25671429143995894,0.7454327561980797
26842,0.0901980241352161,0.22951800888876359
26843,0.048691945191784373,0.02000527249608212
26844,0.04081280239877203,0.5332411359571806
26845,0.06504848969917193,0.7131606042988807
26846,0.06543562111561277,0.7158991087586489
26847,0.29842425526582866,0.06908518374121442
26848,0.03453446199113762,0.6525237272719759
26849,0.11419788938989563,0.6048692478529829
26850,0.5400470422889212,0.5520169519188208
26851,0.03112361641658837,0.04729740016690558
26852,0.03588034032732772,0.1274226856368751
26853,0.4494846666564758,0.48007086603894567
26854,0.015386791769160454,0.06827370163781588
26855,0.553866287985791,0.8735663227701026
26856,0.10980056925784137,0.03363300167229726
26857,0.4257178879716987,0.18150936521716884
26858,0.11571413026791161,0.5808123814610078
26859,0.08910369718534995,0.13966622828551306
26860,0.10113714417370542,0.08075790278997796
26861,0.0670211388280749,0.08284354365064144
26862,0.10026330135621378,0.27254555916738404
26863,0.19404473622680157,0.4264571251446077
26864,0.43676897060657394,0.4084174729777871
26865,0.013898715544483952,0.03119880867983785
26866,0.22171461430527334,0.6209279658230102
26867,0.09168088909512011,0.14707000815250665
26868,0.8078540091572601,0.9440582871447253
26869,0.12718505840332767,0.4645234481220882
26870,0.6212097460278807,0.8129683195208699
26871,0.04914811992962082,0.037133658994801054
26872,0.05914826616399952,0.3158424377193983
26873,0.1447381940932512,0.8539368158486794
26874,0.03930251505042173,0.07999519605259704
26875,0.5793210721901709,0.9294968518626493
26876,0.037588821707413934,0.029818323952182046
26877,0.06927110764674475,0.13946620020900077
26878,0.1727356245923864,0.2535682218171047
26879,0.014947152050375116,0.028704014982826792
26880,0.055944011748954595,0.11068885231819808
26881,0.02857466903738503,0.11977647897906718
26882,0.044528769876391414,0.13280667179767686
26883,0.0919261127657061,0.3233153594176219
26884,0.06298831660035521,0.1365478351135415
26885,0.23838564398767526,0.851999449428298
26886,0.08187461893910515,0.7079359824721533
26887,0.6081117704576088,0.8593857708658564
26888,0.8827765657266321,0.9423252489802783
26889,0.04307240146126261,0.10569166957608904
26890,0.1201105227021851,0.47391038297921156
26891,0.3276512970754067,0.491691423516983
26892,0.12843881659545442,0.7970113183808704
26893,0.060700027838792026,0.2079970031314894
26894,0.1605084388617825,0.311039072210312
26895,0.09164399264142908,0.8493654781471888
26896,0.04978276323505637,0.08157033368141173
26897,0.05306951534586895,0.33672622521273904
26898,0.2118505312508818,0.5992221903231951
26899,0.058266426154386645,0.09301414940207241
26900,0.11465776959620891,0.34013178586465087
26901,0.008886462368522174,0.29649748498763073
26902,0.20332024563968243,0.9386833429863357
26903,0.2225180352950397,0.053303814333035174
26904,0.061111451050696285,0.36848287663940954
26905,0.3240407692826008,0.7610431930364161
26906,0.062161581571554755,0.2779589245851174
26907,0.013884897420760533,0.5769356805751995
26908,0.10199803536725459,0.659880962643524
26909,0.08636525206032199,0.3040423665515995
26910,0.12537839711153256,0.3263057550655957
26911,0.06348345421711579,0.11242495397208901
26912,0.5154094435603463,0.9488130755834794
26913,0.7555711511480486,0.8609720550045427
26914,0.06965916205869212,0.16355709429159035
26915,0.15510750883452593,0.7422547134276238
26916,0.06438624806736547,0.2821190245735868
26917,0.006572298444534008,0.01641145692066686
26918,0.6663500148172512,0.9100374962271733
26919,0.3135423145693636,0.5947632703264433
26920,0.043910502278811096,0.1584451725472072
26921,0.1548402533057155,0.8784899597820095
26922,0.0454442432133358,0.7099880428917293
26923,0.07634027201341415,0.47353418042904705
26924,0.6438616166932525,0.8641493007063761
26925,0.1350295184780628,0.5639222685734487
26926,0.5312210265344369,0.3577983444845769
26927,0.2730149237770282,0.5901795400326411
26928,0.04153618631824601,0.40971604720250043
26929,0.07961884178247075,0.1330440065155846
26930,0.711637026392849,0.886927882658495
26931,0.1169360952086644,0.43546060568042416
26932,0.04352984720588408,0.8141075769688113
26933,0.08200270902680816,0.7816054758444755
26934,0.5445712824132947,0.7431605447159475
26935,0.1415573419712146,0.54970833695869
26936,0.5219530827332607,0.2113108730131311
26937,0.2509608459558944,0.669752621542703
26938,0.07696655711811723,0.045728170002331495
26939,0.022086058021824454,0.023927444433738405
26940,0.08665378186642936,0.1275838608234809
26941,0.054192309865548925,0.3673381957212367
26942,0.5916925541244092,0.8538517246362575
26943,0.1314843355245007,0.6538040988341273
26944,0.09786127288869045,0.21636941299807513
26945,0.10999398221110883,0.5080287432164882
26946,0.11305483715225086,0.7313161565712565
26947,0.11969474971836486,0.42575829555730366
26948,0.018448039780226466,0.06509075349457948
26949,0.016761290916532882,0.029869808984603993
26950,0.0319373258192786,0.4307058597971206
26951,0.07499319261231495,0.3105992804623791
26952,0.8417434063628332,0.939536088394508
26953,0.7369961951692983,0.9642338854687874
26954,0.05928339684007277,0.1677060069304892
26955,0.1582637173897453,0.5957995348385191
26956,0.1370602463078982,0.2941025493397489
26957,0.025305361808250312,0.864884554029632
26958,0.24293771700822037,0.6779983295290459
26959,0.03723720314265686,0.19044178415701918
26960,0.03677517560659262,0.04883373025228458
26961,0.19797830281984866,0.5250560361684351
26962,0.15092995679174545,0.887967813485066
26963,0.14043655458654852,0.2791806468838965
26964,0.08568605974002205,0.12848603510792694
26965,0.80794378987416,0.9527884192644291
26966,0.010341316519218031,0.017955936869433694
26967,0.12780150109747243,0.3314958657660016
26968,0.03474966315839818,0.7322832600119739
26969,0.031231364292744195,0.16722740174411616
26970,0.6853226020415102,0.38145202230613756
26971,0.07593183276745595,0.30823244257813437
26972,0.00621053341744605,0.017418104139326505
26973,0.05471681910450576,0.12248138895241156
26974,0.10925750317445834,0.30733965069114666
26975,0.055865414506178684,0.564365104430984
26976,0.8083878580520435,0.46000103383033125
26977,0.04161973726013828,0.25047979625675454
26978,0.02946237040117064,0.7691724870402672
26979,0.32191510333984247,0.6518726221033915
26980,0.03781700621666007,0.0807787468510219
26981,0.05540160727144866,0.2729388631797921
26982,0.6141798525657014,0.8691412858353953
26983,0.1261092405820588,0.500915440344644
26984,0.07297802424466222,0.12474911918423665
26985,0.028438658174683887,0.12829980242292502
26986,0.20477865804389425,0.6247232294011672
26987,0.06425918609368308,0.16490762200891368
26988,0.028087361380881304,0.14334341357027292
26989,0.27040492570583113,0.7596342294897523
26990,0.01401208372335085,0.06346879999918634
26991,0.3240179075271249,0.508192184405027
26992,0.2937954240247552,0.5022211902305985
26993,0.13015056704656858,0.7880739502998328
26994,0.16632916903087572,0.4017706967104964
26995,0.1373790553675889,0.46123420919894886
26996,0.2826991406413144,0.34547957921541855
26997,0.02216050917963281,0.08149603185093407
26998,0.06344114539870054,0.07147997517977824
26999,0.3587283057194119,0.42806399938468354
27000,0.11796650364318538,0.31907610683320575
27001,0.04501105617633539,0.7326195721590983
27002,0.011252400119180467,0.27270060599520346
27003,0.027900328374767077,0.05885788299869
27004,0.10430330753893265,0.24410302605067866
27005,0.2901263421828483,0.6645074745801572
27006,0.8166915886957676,0.9181774280950517
27007,0.07784139043693099,0.19008432467536943
27008,0.03989142747341755,0.043662141395268
27009,0.07743024627147185,0.26776660256711216
27010,0.09152895489737986,0.19142000835469147
27011,0.11738151090994528,0.17955104190753945
27012,0.4035519351345937,0.6619797029732337
27013,0.09762657049627972,0.3401167871960918
27014,0.04356674553738133,0.3822066417781711
27015,0.0770143257121743,0.18452889223524188
27016,0.11684844968340688,0.26509028760930814
27017,0.41443649557889295,0.7745374109241693
27018,0.099581861183912,0.2647310009869077
27019,0.8804314176801011,0.9642308402125876
27020,0.15458718480913122,0.19371696113811745
27021,0.1245496791197347,0.4934173619022637
27022,0.17349202868776167,0.3062822398224939
27023,0.10992080949297942,0.09115690327163851
27024,0.07792263510029403,0.30979285247808985
27025,0.04819685228412156,0.025625102290067772
27026,0.11842253769591095,0.4934326556257071
27027,0.07771830012311585,0.6670881542032365
27028,0.3185902110400339,0.8245599892088215
27029,0.05931432310270678,0.24424821379620607
27030,0.16306022081435914,0.2490295605228399
27031,0.17176409993300765,0.8248064492108659
27032,0.19252244912450286,0.49764542875385553
27033,0.275467676260201,0.7104456360644614
27034,0.008633434082048582,0.5830110375243744
27035,0.11366859933566953,0.26802312073903745
27036,0.19582716591316185,0.6624671010620559
27037,0.6237039371326529,0.7888020802705988
27038,0.04944101039313057,0.030529311419169758
27039,0.7468836664037474,0.9043466998473607
27040,0.13678674405225774,0.09712457121371587
27041,0.10116305526328132,0.48208329208965356
27042,0.08137658586089432,0.6812180644215946
27043,0.4839918908754519,0.8055923146804694
27044,0.00782248335923339,0.018112284421705076
27045,0.14543810615297656,0.6349526125054742
27046,0.06530418457069481,0.12751596309235005
27047,0.4552523112146304,0.2820378141908978
27048,0.16469074807980028,0.33883314758769273
27049,0.29879632395016087,0.9180115652317309
27050,0.04637551166320904,0.5176370773375301
27051,0.11269279706251774,0.2652374921224091
27052,0.10837089697262592,0.3374756489624112
27053,0.8558276106860283,0.9567329459220552
27054,0.034393902741109685,0.07040631109131215
27055,0.0788971338271036,0.8539539594221425
27056,0.034274876669353076,0.07672829396656869
27057,0.032527707015052795,0.04712417897031125
27058,0.8315574240384999,0.9418865112839188
27059,0.07443900623609276,0.288749527198957
27060,0.02076505375219274,0.32660732900408607
27061,0.08105279137973044,0.4674852342307994
27062,0.05160389091746602,0.4023345332963678
27063,0.06724419927797579,0.6097062044385819
27064,0.18850824546243353,0.6010571149755082
27065,0.05565316773439152,0.2436610593992717
27066,0.05741788910733729,0.6717028583567094
27067,0.3321252544968253,0.6393409382050098
27068,0.8501101646375135,0.9371701596818337
27069,0.5749644165648679,0.9383766066024742
27070,0.05381212139934947,0.08106915280330754
27071,0.04633026699873338,0.081710579987681
27072,0.08436695033140108,0.7133156549263898
27073,0.028145684115458282,0.8071617536379752
27074,0.04631739246807477,0.3300280070336486
27075,0.688109850715382,0.852472498997413
27076,0.5910688149342156,0.7584605711118488
27077,0.04915744271045926,0.1224638918203144
27078,0.2684529310962513,0.8607561692215115
27079,0.2696290976361126,0.9265690439854505
27080,0.06288433068892825,0.25258134481053457
27081,0.020978722826997732,0.7232745086607658
27082,0.23426474049408644,0.47753063623024694
27083,0.05299832558825533,0.2002515162276715
27084,0.8858924391906143,0.6726123953442859
27085,0.035064294052550474,0.015424922354049861
27086,0.058819633338822785,0.07075401581286789
27087,0.19801895705840633,0.3282386551073961
27088,0.18372511756234386,0.7637315348957213
27089,0.17644167289974122,0.22736657186930834
27090,0.2190181901467604,0.480303674033084
27091,0.5155999903353935,0.10021183516415784
27092,0.07842721642147876,0.26611662654275997
27093,0.1727559999001525,0.260275066139951
27094,0.006688022037047073,0.02564710505041588
27095,0.0699802527045443,0.4561889594906381
27096,0.02578016199836426,0.2556685746024945
27097,0.5981193170054634,0.7023208184082586
27098,0.5714344901870758,0.8524797508456435
27099,0.16394210284568195,0.5141217315966534
27100,0.061025619254047446,0.7230437157148613
27101,0.09457968907751944,0.6565720529275486
27102,0.07728574439075837,0.842326072032327
27103,0.018316776301047215,0.05829665223866866
27104,0.24049326495510717,0.47911202120693075
27105,0.03953106710817332,0.35277539465365265
27106,0.5901103177948859,0.8757196551513916
27107,0.4677200298075196,0.7378922739280019
27108,0.07452359603738254,0.22393453184044715
27109,0.07355122860415683,0.2274236054632872
27110,0.08649352420517856,0.36072446887835136
27111,0.04048400292554515,0.3413903834836562
27112,0.21511146275602633,0.5466091578347696
27113,0.09363089420229123,0.3237542337745869
27114,0.05910078937519612,0.1344120498541545
27115,0.6415458073643676,0.8986881949665675
27116,0.16769114140725178,0.9034624187196992
27117,0.06503820911092516,0.1095579618798609
27118,0.12205977417192772,0.48019306505169534
27119,0.06452573820207888,0.3873830208293102
27120,0.3068703688494522,0.9735064509594572
27121,0.018677773641004716,0.7511712004495442
27122,0.055394040376348555,0.2671940270700618
27123,0.04929619614124858,0.08000075911356785
27124,0.04342051467541025,0.08759803878884699
27125,0.02377911272184796,0.04086447886539996
27126,0.35384891080588177,0.07655453825072646
27127,0.08015746925930119,0.1117791224404058
27128,0.18110495872408583,0.5463508665147062
27129,0.5154494734923198,0.5908546764019608
27130,0.13339526682760883,0.28963886742889683
27131,0.046434529723449545,0.06545746439292727
27132,0.49828060404701147,0.9040818252717276
27133,0.09685938770667453,0.5454192134831956
27134,0.60713187987758,0.8807396715417393
27135,0.16808534424773897,0.5526380447352899
27136,0.07960991625788513,0.4628344471756785
27137,0.08281669167871168,0.30744888694244105
27138,0.15856337756025612,0.528725860642746
27139,0.12665737399821125,0.12535533434984278
27140,0.906870941851456,0.948708890308133
27141,0.5674041089819797,0.812462687435045
27142,0.06587597949357933,0.2924809761603472
27143,0.24451947401174,0.49002612579834365
27144,0.07252812707043824,0.05396041217917196
27145,0.5870669776474591,0.7374989292886108
27146,0.04630368891866833,0.9180173589326153
27147,0.05575675915184152,0.2610505507700683
27148,0.17840261645806224,0.161143725743329
27149,0.2864193765503459,0.17791068941317448
27150,0.7022553703166934,0.9792209255636628
27151,0.11561767101864397,0.6850443072827624
27152,0.031673718345283756,0.28157465231042883
27153,0.20083637995037204,0.7399297069842911
27154,0.7735635999973872,0.9284584313782551
27155,0.1484996876032097,0.5946866332847743
27156,0.014638258540507505,0.28053725104700883
27157,0.013020499607060995,0.47065184849088454
27158,0.06389219148878421,0.34503848168890144
27159,0.04191065038178937,0.18384307052834578
27160,0.20973318434386637,0.2171966669496662
27161,0.25795909124467314,0.47058063148336166
27162,0.1876955195343172,0.9435141637703606
27163,0.671368737484237,0.4603149522834675
27164,0.23767549017163347,0.13336452912694166
27165,0.4993648745131298,0.5976358499488057
27166,0.061670175372087147,0.1262696482805264
27167,0.11162564716543584,0.46530970665561133
27168,0.17531008409550877,0.7977254682896163
27169,0.3518469559229295,0.6088194456315269
27170,0.3337617309369994,0.8304894263408321
27171,0.047210905249643755,0.2932066685159215
27172,0.044147229416359374,0.8373078375786246
27173,0.24207058165999346,0.5832202490555776
27174,0.06432464377546959,0.13649816584752136
27175,0.05955524267235089,0.17785231212202215
27176,0.512573205390307,0.9358520517827459
27177,0.8013158127251722,0.958422365068656
27178,0.12134622011040155,0.38744250779084927
27179,0.08548504716290939,0.2313829382063694
27180,0.22264176024352736,0.2792595630608037
27181,0.03242797244279426,0.7957797622983892
27182,0.6696767085959404,0.9258858432816278
27183,0.040815995088099404,0.4822847207155806
27184,0.038145413450822854,0.3852689321544812
27185,0.4783399155496971,0.7795622462355777
27186,0.1261274357950431,0.5953672227372858
27187,0.11332657091776852,0.15921604300316966
27188,0.04999048064800292,0.39237141903638173
27189,0.0842158039222203,0.5063672168536925
27190,0.4545245075967056,0.7824835338681262
27191,0.1324289629954642,0.953179112694363
27192,0.5733259695970051,0.8143454605006945
27193,0.016317947490076475,0.11163172739793718
27194,0.14298625282753996,0.43291396484018335
27195,0.03626313867841941,0.09182438494383785
27196,0.2420675754349971,0.2691934709084698
27197,0.07932561830214443,0.7495311359917874
27198,0.9297015276903361,0.9874974674415805
27199,0.02849031300048954,0.09706983847345214
27200,0.25858021403670256,0.6807424659638118
27201,0.7036641825182494,0.9194966838259547
27202,0.08068486655113649,0.04343711874381622
27203,0.0605917066844553,0.14469400680298664
27204,0.039826210563884246,0.11184572590199525
27205,0.061177297334890524,0.19890006850126274
27206,0.13310325745479726,0.2150324058144798
27207,0.04899295489793843,0.11073789528289577
27208,0.7583158928979797,0.6409799902241754
27209,0.09343346292646063,0.15054846442578115
27210,0.28933687559153637,0.3912669322236493
27211,0.12332249240245224,0.278305177205383
27212,0.554714923616926,0.9388771079302282
27213,0.4190571530905293,0.46577382384469834
27214,0.022628992919161147,0.06594026018403841
27215,0.10102654307479088,0.6737705858959842
27216,0.11288870603838477,0.8991678404284277
27217,0.06629440159753767,0.11810287988790262
27218,0.712920573073771,0.9487001061032915
27219,0.4016640465144963,0.569185483915512
27220,0.1779243418438866,0.48357414603257043
27221,0.16252250165426493,0.5548489271894743
27222,0.18028638721062948,0.5143285752681631
27223,0.05586372927049683,0.6454307735057156
27224,0.20383481458204838,0.7304216615864904
27225,0.16089470106155151,0.22371690011268106
27226,0.01980686802593586,0.23121838092667218
27227,0.13941598176938336,0.3716963531551918
27228,0.42325694753918197,0.8409150608149032
27229,0.7987131325616362,0.9464365692317586
27230,0.19904202727733833,0.9727353348092838
27231,0.5005637809648503,0.8575243162841643
27232,0.11555683956102757,0.6013738553185621
27233,0.30947245950741964,0.15372549376002434
27234,0.05223079843925491,0.020780484811555578
27235,0.8645691971638927,0.9389940779182679
27236,0.12134334546439833,0.9292077951331118
27237,0.26527657822027034,0.435344079378111
27238,0.26443958648682897,0.6703113159451095
27239,0.4835158278590521,0.14303346552408622
27240,0.10104137355557465,0.4561731155338757
27241,0.073837763945006,0.22532557836822092
27242,0.12228402177776489,0.5517429353862203
27243,0.04045698178731711,0.08107473997644633
27244,0.04841758514475993,0.13016469006177123
27245,0.09813741208523717,0.3954693572698434
27246,0.8076427193274771,0.9620200353437015
27247,0.17487832038078058,0.9347613324680237
27248,0.17461051201829025,0.7396487246864979
27249,0.10244694987546943,0.5386123356181062
27250,0.09494677181952005,0.2925022094596964
27251,0.08165092156403392,0.2569491634273443
27252,0.3368946538689843,0.6495600282877736
27253,0.0880647341515356,0.9162659692225456
27254,0.8850589991665817,0.9684200278647322
27255,0.12361429092598987,0.2720784060219744
27256,0.5496608258036317,0.9638065579369874
27257,0.3424912423328675,0.5285226702343572
27258,0.435342894888236,0.7661943103101301
27259,0.643020138060891,0.9106265978072836
27260,0.20056886525496936,0.5655253308585299
27261,0.12769620847998045,0.6529107357360385
27262,0.2301849923801406,0.6311318441070121
27263,0.09679677090023575,0.10005448226815646
27264,0.095475982830804,0.1274891413978271
27265,0.05295822737201094,0.21519132230623203
27266,0.1376461533799454,0.26566450481921533
27267,0.2677781698561414,0.9005751438834827
27268,0.01514217116632514,0.142347129003888
27269,0.7672202577931416,0.5151919249646301
27270,0.04171186942931405,0.08365985631463697
27271,0.04103980754637792,0.30464691547760897
27272,0.01305288331073406,0.3027916341111694
27273,0.051417719173988644,0.15767294983175956
27274,0.120741961330607,0.49151286134497013
27275,0.19383397324200807,0.3799128965124603
27276,0.011137659454508921,0.1071908602906304
27277,0.0511311956745804,0.8094978741308564
27278,0.14481253512541575,0.347224503239556
27279,0.09466522888078893,0.2568346386371987
27280,0.19709439458807945,0.2825127714574895
27281,0.060527269620145714,0.2844513382608055
27282,0.06838956067751494,0.8449278187867103
27283,0.00798283475211549,0.05872116041692139
27284,0.18234958899211706,0.2347031224236423
27285,0.11024473742046356,0.3614695001614445
27286,0.043790482616106616,0.12954953895143603
27287,0.17269885202651225,0.5002136429464784
27288,0.5450533126280184,0.7944306001991289
27289,0.28265872184834584,0.3822426090409037
27290,0.01987316822159973,0.07997651863630995
27291,0.6918690341682069,0.8395634263303204
27292,0.0471975695622251,0.6597125545576785
27293,0.13047204296235757,0.966571701645955
27294,0.017925945538492638,0.05434331587612366
27295,0.24531437956472807,0.857409952467448
27296,0.059994195024678704,0.6973841945084487
27297,0.058862237469781774,0.6882378039615238
27298,0.0834601932342963,0.2232054820429501
27299,0.24295189266544534,0.6847334348550803
27300,0.21466924058916723,0.9621792682546186
27301,0.010018001413497641,0.047849725997980784
27302,0.13761074954889074,0.6604560297190376
27303,0.018693574942515397,0.08170113364193549
27304,0.09845020861952414,0.8095392630778375
27305,0.03819255167343958,0.034508415682473204
27306,0.19256777301441907,0.562880012319991
27307,0.7591056968463941,0.8017081680772243
27308,0.15145693049276426,0.2727147312171339
27309,0.5755372738931048,0.9639451551825424
27310,0.04323590753350703,0.1142358004883506
27311,0.09471245855875332,0.09839733564394601
27312,0.06636109801771108,0.3336221622173434
27313,0.08617676713678322,0.15078127320324627
27314,0.04028748643807154,0.05687515508327545
27315,0.10686816248135718,0.3849541812278729
27316,0.34239811568890466,0.7483617047904981
27317,0.04458231842117127,0.07295481073805697
27318,0.20203406520630532,0.2568467009232163
27319,0.41239539429455285,0.8714004653710236
27320,0.37487895071062877,0.5917150217502959
27321,0.04947633083353769,0.5378973531203317
27322,0.2451589791622127,0.09492936452236848
27323,0.08959945950912643,0.596509700446836
27324,0.3575658061079629,0.5333624376680325
27325,0.7143648760386948,0.9270891763776062
27326,0.17520747234724934,0.6406669036001056
27327,0.10744696671455954,0.2555543496204883
27328,0.18241495421348122,0.5768324059086382
27329,0.09429737920516001,0.24069954435021604
27330,0.010611115164913445,0.4103693252248744
27331,0.07823673921659652,0.23268029996827444
27332,0.13939310678100147,0.9323372491293278
27333,0.594196357813871,0.800893772666854
27334,0.03812226353832931,0.03236615030487148
27335,0.10042974160299917,0.06706477482997233
27336,0.06764369038592012,0.14970319340406463
27337,0.2815655068210924,0.7900302808891089
27338,0.23654169492671218,0.4318157601850961
27339,0.21802182672670625,0.20263006303870784
27340,0.020902250938091848,0.1597466589699293
27341,0.18764886611745124,0.6229861498137187
27342,0.02533781093491269,0.576902819421379
27343,0.06056913278558346,0.15880278118971256
27344,0.26014916925304316,0.47025817952145127
27345,0.06594734883489294,0.2906661157247394
27346,0.7768692319984141,0.961392766860098
27347,0.7169841574543476,0.9290716292071994
27348,0.11022109388192336,0.33679787751597534
27349,0.05846212513641073,0.19910200080063784
27350,0.17058769417413702,0.922756053868053
27351,0.8125726768456566,0.89578135267847
27352,0.1021224439127331,0.3189153052827225
27353,0.008881231572864887,0.11331522502383119
27354,0.1665150471294524,0.5802133756455176
27355,0.29667306078419287,0.43876306878555105
27356,0.22372494919866737,0.6091579730906237
27357,0.1136616260840669,0.33385281341578904
27358,0.20091426977408866,0.6906443450169875
27359,0.3236081372296377,0.7465552388691515
27360,0.147918033625535,0.5503678413496057
27361,0.03876525953935097,0.9062185697413416
27362,0.18347812652552853,0.45997027097417037
27363,0.1323071145822803,0.25396355855743175
27364,0.05319406975508166,0.34561356299656004
27365,0.227471228837237,0.6024527785652667
27366,0.4846177483397607,0.6079119440422368
27367,0.2833766164133512,0.5316106832387935
27368,0.10325376126267373,0.5215825285017148
27369,0.05898803070394091,0.05503346690711549
27370,0.027071044113864937,0.8177140083662918
27371,0.3065346946534285,0.3931065385295182
27372,0.06717778040733371,0.2644541831893428
27373,0.7471273988200119,0.7035764406189194
